0,91,68
1,82,72
2,84,71
3,84,69
4,84,67
5,81,68
6,83,66
7,87,70
8,83,71
9,86,72
10,83,66
11,85,72
12,82,70
13,83,68
14,85,73
15,84,72
16,89,71
17,84,74
18,86,75
19,85,71
20,83,73
21,87,74
22,86,70
23,85,67
24,82,68
25,85,73
26,84,73
27,82,67
28,82,70
29,81,66
30,85,67
31,84,69
32,83,71
33,80,74
34,84,72
35,84,72
36,85,72
37,82,68
38,84,74
39,85,74
40,81,73
41,85,68
42,86,73
43,89,68
44,84,69
45,86,70
46,85,70
47,83,71
48,84,65
49,85,72
50,89,72
51,86,69
52,85,65
53,85,67
54,86,69
55,84,72
56,84,71
57,86,70
58,86,73
59,84,70
60,83,71
61,87,68
62,83,71
63,86,71
64,84,73
65,88,72
66,87,73
67,87,73
68,83,71
69,85,68
70,87,69
71,84,67
72,85,71
73,83,67
74,87,70
75,87,70
76,86,75
77,81,74
78,86,72
79,87,69
80,88,69
81,87,68
82,84,70
83,88,66
84,83,72
85,83,74
86,83,71
87,82,73
88,85,73
89,82,72
90,80,74
91,79,71
92,83,72
93,87,69
94,83,69
95,83,72
96,87,65
97,85,72
98,85,71
99,82,69
100,83,69
101,85,69
102,85,72
103,82,77
104,81,74
105,88,71
106,87,66
107,84,66
108,85,70
109,82,71
110,83,68
111,80,69
112,81,69
113,83,69
114,88,69
115,83,73
116,85,77
117,86,73
118,82,70
119,81,71
120,84,67
121,84,69
122,87,69
123,85,68
124,85,69
125,80,73
126,85,75
127,86,69
128,83,73
129,86,73
130,87,71
131,82,66
132,84,70
133,84,69
134,85,70
135,84,71
136,85,68
137,88,73
138,82,68
139,87,66
140,86,66
141,84,70
142,81,69
143,84,70
144,84,76
145,90,71
146,84,74
147,83,72
148,86,72
149,82,74
150,86,74
151,85,74
152,85,70
153,84,67
154,85,70
155,83,72
156,79,66
157,83,70
158,85,71
159,88,73
160,84,74
161,87,70
162,87,68
163,85,69
164,83,71
165,83,70
166,83,73
167,82,73
168,83,71
169,81,74
170,82,75
171,84,70
172,89,70
173,86,72
174,82,72
175,86,72
176,86,70
177,88,70
178,84,70
179,83,68
180,84,68
181,86,63
182,83,69
183,85,73
184,84,78
185,84,79
186,84,75
187,84,67
188,86,67
189,87,71
190,86,70
191,88,73
192,81,72
193,86,74
194,85,69
195,82,74
196,87,71
197,83,71
198,85,70
199,86,71
200,85,69
201,84,68
202,86,70
203,89,71
204,85,68
205,83,75
206,82,75
207,84,75
208,87,70
209,84,71
210,86,66
211,79,69
212,81,71
213,84,77
214,83,73
215,84,73
216,83,71
217,83,69
218,87,71
219,85,72
220,83,70
221,85,68
222,85,73
223,86,72
224,82,70
225,86,69
226,84,69
227,81,70
228,81,72
229,81,74
230,83,71
231,87,70
232,85,73
233,88,71
234,86,70
235,83,67
236,83,71
237,85,75
238,83,69
239,86,70
240,83,68
241,84,70
242,88,68
243,84,70
244,86,71
245,85,65
246,86,65
247,83,65
248,81,71
249,84,71
250,87,71
251,86,70
252,85,67
253,84,67
254,84,72
255,87,69
256,85,68
