0,91,68
0,91,68
1,88,70
2,88,71
3,88,71
4,89,71
5,89,70
6,88,70
7,88,71
8,88,70
9,91,68
10,90,69
11,91,70
12,89,71
13,90,71
14,92,69
15,92,70
16,92,71
17,94,72
18,93,71
19,94,72
20,94,71
21,95,70
22,95,70
23,96,69
24,96,69
25,97,68
26,96,67
27,97,66
28,97,65
29,97,65
30,98,64
31,97,63
32,97,63
33,97,63
34,97,63
35,97,63
36,97,62
37,97,63
38,97,63
39,96,64
40,95,64
41,94,64
42,93,64
43,91,64
44,88,65
45,85,65
46,83,66
47,79,69
48,77,69
49,75,70
50,73,71
51,71,73
52,68,74
53,67,72
54,65,73
55,65,73
56,65,73
57,65,73
58,66,74
59,67,74
60,69,74
61,70,73
62,70,74
63,70,74
64,71,72
65,70,72
66,70,72
67,70,71
68,70,71
69,70,71
70,70,71
71,70,71
72,69,70
73,69,69
74,70,67
75,71,66
76,71,63
77,72,62
78,72,62
79,73,61
80,76,59
81,78,58
82,79,57
83,82,55
84,86,55
85,88,55
86,92,55
87,93,54
88,97,55
89,99,55
90,102,54
91,103,55
92,106,53
93,106,54
94,108,54
95,109,54
96,108,54
97,107,55
98,108,55
99,107,55
100,105,55
101,102,58
102,101,58
103,98,59
104,94,59
105,92,59
106,89,61
107,89,60
108,87,60
109,85,59
110,84,59
111,83,59
112,83,58
113,82,58
114,82,58
115,81,58
116,81,58
117,79,59
118,80,59
119,80,59
120,80,59
121,80,59
122,79,60
123,80,60
124,79,60
125,79,59
126,78,59
127,80,59
128,79,60
129,79,60
130,79,61
131,78,60
132,78,60
133,78,61
134,79,60
135,78,60
136,78,61
137,78,62
138,79,60
139,80,60
140,80,60
141,82,59
142,80,60
143,80,60
144,80,61
145,80,60
146,80,61
147,81,58
148,82,59
149,82,57
150,82,57
151,82,56
152,81,57
153,82,56
154,83,56
155,82,56
156,83,55
157,82,55
158,83,55
159,83,57
160,84,58
161,82,58
162,81,57
163,82,57
164,81,58
165,81,56
166,82,57
167,81,57
168,82,56
169,84,59
170,84,56
171,85,56
172,87,58
173,87,57
174,85,58
175,85,58
176,86,57
177,86,58
178,87,58
179,87,58
180,88,58
181,88,58
182,88,58
183,90,58
184,91,58
185,91,58
186,92,57
187,92,58
188,92,58
189,94,58
190,95,59
191,97,60
192,98,60
193,97,60
194,98,61
195,99,61
196,100,61
197,101,62
198,102,62
199,104,63
200,99,65
201,100,65
202,100,66
203,98,63
204,99,63
205,99,62
206,98,62
207,98,61
208,97,61
209,96,59
210,95,59
211,93,58
212,91,57
213,90,58
214,88,59
215,84,59
216,81,58
217,79,59
218,73,58
219,71,57
220,68,60
221,66,62
222,64,61
223,62,61
224,61,60
225,60,63
226,61,63
227,61,63
228,61,64
229,62,64
230,64,63
231,65,63
232,67,63
233,71,62
234,73,63
235,74,64
236,75,64
237,76,64
238,77,64
239,78,64
240,79,64
241,80,64
242,80,64
243,81,64
244,80,64
245,81,65
246,82,65
247,81,65
248,81,64
249,81,64
250,80,64
251,79,64
252,79,63
253,79,63
254,78,64
255,78,63
256,78,63
