0,92,67
1,92,66
2,91,66
3,90,66
4,89,64
5,88,65
6,88,65
7,88,66
8,88,65
9,87,64
10,88,63
11,86,64
12,86,63
13,86,62
14,86,61
15,86,60
16,86,60
17,86,59
18,85,59
19,85,61
20,86,60
21,87,60
22,86,59
23,88,60
24,87,62
25,90,63
26,90,61
27,90,61
28,92,61
29,92,61
30,93,59
31,92,61
32,92,60
33,95,62
34,95,61
35,97,62
36,97,61
37,96,63
38,95,60
39,93,62
40,92,61
41,92,63
42,90,63
43,89,64
44,88,65
45,85,64
46,84,63
47,82,64
48,79,62
49,78,64
50,77,64
51,74,64
52,72,64
53,71,65
54,70,67
55,71,66
56,69,66
57,66,67
58,65,68
59,64,68
60,65,67
61,64,67
62,63,70
63,63,71
64,62,71
65,63,69
66,63,68
67,64,69
68,63,69
69,65,67
70,65,67
71,63,67
72,63,66
73,63,67
74,64,65
75,65,65
76,65,64
77,65,61
78,62,62
79,63,63
80,65,63
81,66,61
82,68,60
83,69,58
84,72,59
85,74,59
86,76,59
87,79,56
88,81,54
89,87,55
90,92,56
91,99,57
92,104,60
93,103,57
94,106,58
95,105,58
96,108,59
97,108,59
98,108,60
99,108,62
100,106,59
101,105,59
102,104,62
103,100,61
104,100,59
105,97,61
106,95,61
107,93,59
108,91,59
109,90,57
110,87,58
111,85,58
112,82,58
113,82,57
114,80,57
115,80,55
116,80,57
117,79,57
118,78,58
119,77,55
120,78,56
121,77,57
122,76,57
123,76,57
124,74,57
125,76,57
126,76,58
127,75,55
128,75,57
129,74,57
130,74,57
131,73,56
132,72,55
133,72,56
134,73,55
135,74,54
136,73,54
137,73,54
138,73,54
139,75,54
140,76,55
141,77,55
142,77,55
143,78,56
144,77,54
145,78,56
146,79,55
147,80,55
148,80,54
149,81,55
150,82,54
151,82,54
152,82,54
153,82,53
154,83,53
155,83,54
156,83,54
157,84,54
158,83,55
159,83,54
160,81,54
161,82,55
162,82,55
163,81,54
164,80,56
165,81,57
166,82,58
167,83,59
168,84,60
169,82,60
170,81,59
171,82,62
172,83,59
173,84,61
174,86,61
175,86,64
176,87,65
177,84,64
178,84,64
179,84,64
180,84,64
181,83,63
182,85,63
183,86,64
184,86,63
185,87,63
186,89,66
187,89,65
188,91,69
189,92,70
190,90,67
191,90,70
192,92,70
193,93,72
194,94,72
195,97,75
196,95,74
197,99,75
198,101,78
199,100,77
200,102,78
201,101,77
202,105,83
203,105,81
204,107,85
205,109,85
206,109,84
207,109,81
208,110,80
209,112,79
210,111,78
211,110,77
212,107,74
213,102,73
214,100,72
215,96,69
216,94,68
217,89,68
218,86,67
219,83,65
220,80,65
221,78,65
222,75,65
223,73,64
224,72,65
225,70,64
226,69,63
227,68,63
228,67,64
229,66,63
230,68,60
231,70,63
232,69,64
233,69,65
234,68,65
235,71,66
236,74,69
237,77,68
238,79,69
239,81,69
240,82,69
241,82,68
242,85,71
243,87,71
244,86,70
245,87,72
246,88,74
247,87,73
248,89,72
249,88,72
250,86,71
251,87,69
252,86,69
253,86,69
254,84,69
255,83,68
256,83,69
